global_step,avg_episode_returns,avg_episode_length,SPS
79513600,-1.59,64.33,8980.25
79564800,-1.39,63.63,8980.28
79616000,-2.07,65.66,8980.32
79667200,-1.47,64.45,8980.36
79718400,-1.13,64.99,8980.39
79769600,-1.46,65.10,8980.41
79820800,-1.40,64.61,8980.45
79872000,-1.80,64.99,8980.49
79923200,-1.37,64.24,8980.51
79974400,-1.15,62.66,8980.54
80025600,-1.27,63.62,8974.82
80076800,-1.69,65.40,8974.81
80128000,-1.41,66.16,8974.84
80179200,-1.57,63.13,8974.90
80230400,-1.30,64.42,8974.94
80281600,-1.25,64.83,8974.99
80332800,-1.89,66.68,8975.03
80384000,-1.28,65.17,8975.04
80435200,-0.92,61.75,8975.08
80486400,-0.14,62.01,8975.11
80537600,-0.17,62.41,8975.16
80588800,-0.96,62.70,8975.18
80640000,-1.35,64.67,8975.21
80691200,-1.35,65.03,8975.18
80742400,-1.47,64.80,8975.21
80793600,-1.40,64.69,8975.25
80844800,-1.43,66.42,8975.29
80896000,-1.60,64.50,8975.33
80947200,-1.45,63.71,8975.36
80998400,-1.30,66.11,8975.36
81049600,-1.93,65.94,8975.40
81100800,-1.71,65.86,8975.43
81152000,-1.77,65.73,8975.47
81203200,-1.33,65.76,8975.51
81254400,-1.45,64.94,8975.55
81305600,-1.18,63.78,8975.58
81356800,-1.48,68.39,8975.61
81408000,-1.65,66.29,8975.65
81459200,-2.27,68.57,8975.68
81510400,-1.42,65.84,8975.72
81561600,-1.53,66.88,8976.39
81612800,-1.81,66.80,8976.43
81664000,-1.86,67.55,8975.83
81715200,-1.12,65.20,8975.87
81766400,-0.93,63.70,8975.90
81817600,-1.21,64.00,8975.93
81868800,-1.40,64.41,8975.98
81920000,-1.47,64.08,8976.00
81971200,-0.89,62.94,8976.05
82022400,-1.20,65.38,8976.09
82073600,-2.00,67.50,8976.75
82124800,-0.96,63.82,8976.78
82176000,-1.06,62.00,8976.18
82227200,-0.53,62.80,8976.22
82278400,-1.63,66.37,8976.24
82329600,-0.70,63.35,8976.28
82380800,-1.06,63.92,8976.94
82432000,-2.30,69.89,8976.33
82483200,-1.56,65.55,8976.36
82534400,-1.63,65.45,8976.39
82585600,-1.65,64.64,8976.43
82636800,-1.55,64.46,8976.46
82688000,-1.07,64.23,8976.49
82739200,-1.77,67.37,8976.52
82790400,-1.36,65.72,8976.51
82841600,-1.70,66.11,8976.59
82892800,-0.70,64.54,8976.62
82944000,-1.15,66.10,8976.64
82995200,-0.97,64.90,8976.67
83046400,-0.87,64.35,8976.69
83097600,-1.26,65.84,8977.31
83148800,-1.78,65.47,8976.71
83200000,-1.03,63.65,8976.75
83251200,-1.17,64.56,8976.79
83302400,-1.68,66.24,8976.83
83353600,-1.97,66.81,8976.87
83404800,-0.93,62.64,8976.86
83456000,-0.69,63.16,8976.90
83507200,-1.07,63.03,8976.93
83558400,-0.82,63.97,8976.96
83609600,-0.41,63.62,8976.99
83660800,-0.54,61.58,8977.03
83712000,-1.32,64.45,8977.65
83763200,-0.49,61.50,8977.07
83814400,-0.80,62.82,8977.10
83865600,-0.90,62.90,8977.76
83916800,-0.89,63.98,8977.17
83968000,-1.20,60.87,8977.20
84019200,-1.49,64.87,8977.20
84070400,-0.82,61.54,8977.24
84121600,-1.31,64.77,8977.27
84172800,-1.59,64.32,8977.31
84224000,-1.30,65.67,8977.35
84275200,-1.73,65.03,8977.38
84326400,-1.64,65.64,8977.38
84377600,-1.22,65.10,8977.41
84428800,-1.42,65.08,8977.45
84480000,-0.81,61.87,8978.10
84531200,-1.23,64.15,8977.52
84582400,-1.64,65.46,8977.56
84633600,-0.76,63.45,8977.59
84684800,-0.95,64.03,8977.62
84736000,-0.69,62.16,8977.66
84787200,-0.05,61.27,8977.70
84838400,-1.66,64.76,8977.73
84889600,-0.79,63.36,8977.77
84940800,-0.89,65.06,8977.80
84992000,-2.19,68.00,8977.84
85043200,-1.23,63.12,8977.88
85094400,-0.08,60.61,8977.92
85145600,-0.93,63.31,8978.57
85196800,-0.47,63.75,8977.99
85248000,-0.71,63.15,8978.03
85299200,-0.26,60.08,8978.68
85350400,-0.50,62.25,8978.10
85401600,-0.37,61.06,8978.14
85452800,-0.67,63.23,8978.17
85504000,-0.88,63.38,8978.21
85555200,-0.74,64.66,8978.85
85606400,-1.65,65.53,8978.28
85657600,-1.30,64.99,8978.31
85708800,-1.00,62.96,8978.35
85760000,-1.17,64.42,8978.38
85811200,-1.53,66.78,8978.42
85862400,-2.39,67.55,8978.45
85913600,-1.18,63.96,8978.49
85964800,-0.85,64.33,8978.52
86016000,-0.98,63.89,8978.56
86067200,-0.78,61.63,8978.59
86118400,-1.00,63.71,8978.63
86169600,-0.78,62.97,8978.66
86220800,-1.04,65.18,8978.70
86272000,-0.76,62.97,8978.73
86323200,-1.70,66.29,8978.76
86374400,-1.24,64.99,8978.80
86425600,-0.60,62.78,8978.81
86476800,-1.26,65.05,8978.84
86528000,-0.96,63.10,8978.88
86579200,-0.74,63.27,8978.91
86630400,-0.82,63.22,8978.95
86681600,-0.24,62.02,8978.98
86732800,-1.08,62.29,8978.99
86784000,-0.65,62.40,8979.02
86835200,-0.54,63.35,8979.06
86886400,-1.01,62.00,8979.09
86937600,-0.47,62.34,8979.72
86988800,-0.66,63.23,8979.15
87040000,-1.10,64.24,8979.13
87091200,-0.97,63.04,8979.76
87142400,-1.10,65.85,8979.20
87193600,-0.60,63.21,8979.24
87244800,-1.47,62.98,8979.27
87296000,-0.37,61.81,8979.30
87347200,-0.55,62.44,8979.30
87398400,-0.88,63.59,8979.92
87449600,-0.86,64.94,8979.95
87500800,-0.46,60.86,8979.39
87552000,-0.55,62.09,8979.41
87603200,-0.06,61.33,8979.44
87654400,-0.02,61.26,8980.02
87705600,-1.58,64.28,8979.46
87756800,-1.33,64.30,8979.48
87808000,0.19,60.70,8979.52
87859200,-0.77,62.40,8979.55
87910400,-0.53,63.88,8979.58
87961600,-0.55,61.99,8979.62
88012800,-0.90,62.76,8979.66
88064000,-0.68,61.87,8979.70
88115200,-0.11,59.92,8979.73
88166400,-0.38,61.96,8979.77
88217600,-0.64,63.43,8979.80
88268800,-0.26,60.90,8979.84
88320000,-0.66,63.24,8979.88
88371200,-0.73,62.50,8979.92
88422400,-0.92,63.50,8979.96
88473600,-0.38,62.69,8980.00
88524800,-0.50,62.89,8980.04
88576000,-0.83,63.12,8980.08
88627200,-0.15,60.18,8980.11
88678400,-1.13,64.32,8980.15
88729600,-0.59,61.77,8980.18
88780800,-1.22,64.48,8980.22
88832000,-0.13,61.44,8980.26
88883200,-0.74,64.41,8980.28
88934400,-0.68,63.53,8980.32
88985600,-0.70,62.40,8980.93
89036800,-0.97,64.59,8980.95
89088000,-0.59,61.29,8980.41
89139200,-0.54,62.69,8980.44
89190400,-0.59,62.80,8980.46
89241600,-0.86,62.98,8980.50
89292800,-0.62,62.65,8980.53
89344000,-1.25,63.90,8980.57
89395200,-0.70,63.61,8980.60
89446400,-0.84,62.90,8980.63
89497600,-0.35,62.52,8980.67
89548800,-0.63,62.50,8980.70
89600000,-0.89,64.59,8980.73
89651200,-1.32,64.70,8980.75
89702400,-1.03,62.04,8980.77
89753600,-0.44,62.09,8980.75
89804800,-0.39,61.76,8981.36
89856000,-0.16,60.30,8981.39
89907200,-0.71,63.95,8980.84
89958400,-0.85,64.69,8980.87
90009600,0.03,59.65,8980.90
90060800,0.00,60.40,8980.90
90112000,-0.96,62.72,8981.50
90163200,-0.99,63.35,8980.97
90214400,-1.13,63.12,8980.99
90265600,-0.25,62.06,8981.02
90316800,-0.31,62.07,8981.05
90368000,-0.10,61.24,8981.05
90419200,-0.48,62.79,8981.08
90470400,-0.33,59.86,8981.11
90521600,-0.32,61.06,8981.14
90572800,-0.82,64.28,8981.18
90624000,-0.29,62.23,8981.21
90675200,-0.55,62.35,8981.20
90726400,-0.87,63.30,8981.23
90777600,-1.09,62.89,8981.27
90828800,-0.75,63.24,8981.30
90880000,-0.93,64.38,8981.34
90931200,-1.40,65.82,8981.37
90982400,-1.43,63.57,8981.37
91033600,-0.54,61.73,8981.40
91084800,-0.01,60.00,8981.43
91136000,-0.49,63.27,8981.47
91187200,-1.09,64.64,8981.50
91238400,-0.95,61.71,8981.53
91289600,-0.13,61.41,8981.53
91340800,-1.31,64.41,8981.56
91392000,-0.16,61.18,8981.59
91443200,-0.72,63.49,8981.62
91494400,-0.20,61.81,8981.65
91545600,-0.18,61.41,8981.67
91596800,-0.96,62.94,8981.69
91648000,-0.98,63.34,8981.71
91699200,-0.82,62.27,8982.29
91750400,0.08,59.88,8981.74
91801600,-0.38,62.50,8981.76
91852800,-0.77,62.04,8981.79
91904000,-1.20,64.28,8981.81
91955200,-0.87,63.70,8981.84
92006400,-0.10,60.79,8981.87
92057600,-0.08,61.84,8981.90
92108800,-0.94,62.99,8981.93
92160000,-0.41,61.40,8982.52
92211200,-1.03,63.90,8981.99
92262400,-0.76,62.48,8982.02
92313600,-0.10,63.28,8982.05
92364800,-0.28,60.73,8982.09
92416000,-0.16,61.53,8982.68
92467200,-0.96,62.81,8982.14
92518400,-0.44,60.31,8982.17
92569600,-0.68,64.03,8982.20
92620800,-1.09,62.50,8982.23
92672000,-0.71,63.00,8982.26
92723200,0.52,58.46,8982.29
92774400,-0.70,61.18,8982.32
92825600,0.53,58.87,8982.34
92876800,-0.41,61.47,8982.38
92928000,-0.11,60.85,8982.40
92979200,-0.81,65.37,8982.43
93030400,-0.27,61.80,8982.46
93081600,-0.09,61.71,8982.46
93132800,-0.15,61.54,8982.48
93184000,-0.83,63.63,8982.52
93235200,0.19,60.86,8983.10
93286400,0.37,59.86,8983.13
93337600,-0.05,60.99,8982.60
93388800,-0.15,60.32,8982.59
93440000,-0.18,61.37,8982.63
93491200,-0.51,61.88,8982.66
93542400,-0.80,63.57,8982.69
93593600,-0.71,63.84,8982.73
93644800,0.23,59.67,8982.76
93696000,-0.83,62.18,8982.77
93747200,0.07,60.18,8982.80
93798400,-0.76,63.74,8982.84
93849600,-0.27,62.37,8982.87
93900800,-0.43,62.88,8982.90
93952000,-0.09,60.03,8982.93
94003200,0.19,62.03,8982.92
94054400,-0.61,63.13,8982.95
94105600,-0.80,62.48,8982.98
94156800,0.09,60.68,8983.00
94208000,-0.12,63.06,8983.03
94259200,0.04,60.55,8983.06
94310400,0.03,60.61,8983.06
94361600,-0.89,62.81,8983.63
94412800,-0.85,63.27,8983.11
94464000,-0.06,60.86,8983.13
94515200,0.14,61.52,8983.15
94566400,-0.78,62.78,8983.18
94617600,-0.50,61.28,8983.17
94668800,-1.31,64.75,8983.20
94720000,-0.28,61.88,8983.22
94771200,-0.09,61.01,8983.79
94822400,-0.07,61.69,8983.27
94873600,-0.31,61.86,8983.30
94924800,0.27,60.07,8983.33
94976000,-0.44,62.29,8983.37
95027200,-0.20,62.89,8983.40
95078400,-0.34,62.19,8983.43
95129600,-0.53,61.49,8983.45
95180800,-0.45,61.52,8983.49
95232000,-0.00,60.46,8983.51
95283200,-0.33,61.98,8983.54
95334400,0.20,60.59,8983.57
95385600,-0.34,62.09,8983.60
95436800,-0.50,62.73,8983.63
95488000,-1.28,63.93,8983.65
95539200,-0.18,59.76,8983.68
95590400,-0.14,60.25,8983.71
95641600,-0.97,64.04,8983.73
95692800,-0.56,62.51,8983.77
95744000,-1.60,63.43,8983.79
95795200,-0.91,64.04,8983.82
95846400,-0.76,64.07,8983.86
95897600,-0.44,63.01,8983.88
95948800,-0.12,61.96,8983.90
96000000,-0.85,63.43,8983.93
96051200,-0.48,60.43,8983.96
96102400,0.48,60.05,8984.52
96153600,0.75,58.76,8984.01
96204800,0.09,62.32,8984.04
96256000,0.59,60.07,8984.07
96307200,0.25,60.46,8984.08
96358400,0.12,60.70,8984.10
96409600,-0.38,63.29,8984.09
96460800,-1.20,64.42,8984.12
96512000,0.23,59.89,8984.14
96563200,-0.76,63.73,8984.16
96614400,-1.29,66.09,8984.19
96665600,-0.39,62.00,8984.75
96716800,-0.72,62.11,8984.21
96768000,-0.16,61.53,8984.24
96819200,0.18,60.30,8984.27
96870400,-0.04,61.02,8984.30
96921600,0.54,59.05,8984.32
96972800,-0.27,60.74,8984.35
97024000,-1.10,64.20,8984.35
97075200,-0.56,63.39,8984.91
97126400,-0.25,62.07,8984.41
97177600,-0.64,61.77,8984.97
97228800,-0.20,62.19,8984.46
97280000,-0.15,61.99,8984.49
97331200,-0.59,63.99,8984.49
97382400,-0.39,63.87,8984.52
97433600,-0.56,63.25,8984.54
97484800,-0.70,64.21,8984.57
97536000,-0.20,62.98,8984.60
97587200,0.13,59.17,8984.63
97638400,0.36,60.05,8984.62
97689600,0.40,58.46,8984.65
97740800,-0.78,62.10,8984.68
97792000,-0.15,59.71,8984.70
97843200,-0.07,60.87,8984.72
97894400,-0.03,61.10,8984.74
97945600,0.20,60.80,8984.74
97996800,-0.16,60.32,8984.75
98048000,-0.28,62.09,8984.79
98099200,-0.22,62.78,8984.81
98150400,0.00,60.89,8984.83
98201600,1.28,56.68,8984.86
98252800,0.12,61.11,8984.88
98304000,-0.09,62.15,8984.91
98355200,-0.03,61.30,8984.94
98406400,-0.04,61.55,8984.96
98457600,0.11,61.66,8984.99
98508800,0.37,59.73,8985.01
98560000,0.13,59.96,8985.04
98611200,-0.03,61.10,8985.06
98662400,-0.47,62.31,8985.09
98713600,-0.47,63.35,8985.11
98764800,0.06,60.94,8985.13
98816000,0.10,61.65,8985.15
98867200,-0.10,60.82,8985.18
98918400,-0.31,63.28,8985.20
98969600,0.41,58.90,8985.22
99020800,-0.44,63.23,8985.25
99072000,0.36,59.61,8985.27
99123200,-0.41,63.12,8985.30
99174400,-0.05,61.23,8985.32
99225600,-0.96,64.45,8985.35
99276800,-0.30,60.95,8985.37
99328000,0.16,59.71,8985.40
99379200,-0.03,60.43,8985.42
99430400,-0.39,61.37,8985.43
99481600,-0.04,61.10,8985.46
99532800,-0.21,61.13,8985.48
99584000,-0.36,62.03,8985.51
99635200,-0.30,59.53,8985.54
99686400,0.29,58.31,8985.57
99737600,-0.18,62.29,8985.60
99788800,-0.05,61.49,8985.62
99840000,-0.11,61.16,8985.65
99891200,0.31,60.81,8985.67
99942400,-0.12,61.71,8985.70
99993600,0.40,59.95,8985.72
100044800,0.89,59.56,8981.11
100096000,0.04,61.80,8981.14
100147200,-0.35,63.71,8981.17
100198400,-0.08,62.67,8981.21
100249600,0.09,61.67,8981.24
100300800,-0.39,61.61,8981.27
100352000,0.08,60.49,8981.30
100403200,-0.30,62.94,8981.34
100454400,-0.35,60.50,8981.37
100505600,0.83,58.66,8981.41
100556800,-0.03,62.41,8981.44
100608000,0.75,59.75,8981.47
100659200,-0.37,63.07,8981.51
100710400,0.03,60.73,8981.54
100761600,0.03,60.40,8981.56
100812800,-0.27,63.59,8981.59
100864000,0.15,59.96,8981.60
100915200,-0.60,63.04,8981.60
100966400,-0.06,61.03,8981.66
101017600,1.10,57.21,8981.69
101068800,0.19,61.11,8981.72
101120000,0.46,61.56,8981.75
101171200,0.07,61.79,8981.78
101222400,-0.63,64.45,8981.81
101273600,0.49,58.66,8981.84
101324800,-0.63,62.03,8981.87
101376000,0.05,60.28,8981.90
101427200,-0.54,62.96,8981.94
101478400,0.29,58.26,8981.98
101529600,-0.46,64.19,8982.01
101580800,0.18,61.61,8982.05
101632000,-0.21,61.85,8982.08
101683200,-0.67,63.39,8982.11
101734400,-0.51,64.12,8982.66
101785600,-0.09,62.35,8982.18
101836800,0.02,62.58,8982.19
101888000,-0.07,60.75,8982.22
101939200,0.35,60.48,8982.26
101990400,0.02,60.80,8982.29
102041600,0.08,60.54,8982.32
102092800,0.20,61.51,8982.36
102144000,0.76,60.03,8982.36
102195200,0.33,61.68,8982.41
102246400,-0.16,62.53,8982.44
102297600,-0.50,62.47,8982.46
102348800,-0.48,64.27,8982.50
102400000,-0.19,62.92,8982.52
102451200,0.10,61.32,8982.53
102502400,-0.02,61.76,8982.56
102553600,0.36,58.84,8982.59
102604800,0.09,60.54,8982.62
102656000,0.65,59.91,8982.65
102707200,0.20,60.48,8982.69
102758400,0.08,63.55,8982.69
102809600,-0.10,61.18,8982.72
102860800,0.25,59.15,8982.75
102912000,0.16,60.27,8982.77
102963200,0.77,60.01,8982.81
103014400,0.13,60.78,8982.84
103065600,0.24,61.33,8982.83
103116800,0.35,58.19,8982.86
103168000,0.75,60.23,8982.89
103219200,0.34,58.16,8982.91
103270400,0.20,61.65,8982.94
103321600,-0.03,60.46,8982.97
103372800,-0.86,64.02,8983.00
103424000,0.40,60.28,8983.02
103475200,0.16,60.19,8983.04
103526400,-0.05,59.85,8983.07
103577600,0.15,61.42,8983.10
103628800,0.66,59.56,8983.12
103680000,0.19,61.13,8983.15
103731200,0.76,59.04,8983.18
103782400,0.48,61.35,8983.20
103833600,0.10,60.33,8983.23
103884800,0.02,61.29,8983.26
103936000,0.25,61.80,8983.29
103987200,0.69,60.44,8983.31
104038400,0.45,60.44,8983.34
104089600,0.50,60.04,8983.37
104140800,0.23,60.99,8983.40
104192000,0.29,60.31,8983.43
104243200,0.11,61.84,8983.46
104294400,0.57,60.52,8983.48
104345600,-0.03,61.00,8983.51
104396800,0.60,59.34,8983.53
104448000,0.42,59.43,8983.56
104499200,0.65,61.74,8983.59
104550400,-0.53,63.74,8983.61
104601600,-0.92,65.67,8983.64
104652800,0.38,59.05,8983.67
104704000,0.21,61.16,8983.70
104755200,0.87,58.41,8983.73
104806400,0.54,57.95,8983.76
104857600,0.34,59.87,8983.77
104908800,0.08,59.96,8983.80
104960000,0.86,58.07,8983.83
105011200,0.13,59.84,8983.85
105062400,0.66,59.60,8983.88
105113600,0.42,58.72,8983.90
105164800,0.26,60.87,8983.90
105216000,0.46,59.62,8983.92
105267200,0.10,60.94,8983.95
105318400,0.19,60.82,8983.97
105369600,0.63,58.74,8984.00
105420800,0.41,60.77,8984.03
105472000,0.34,59.17,8984.02
105523200,0.78,57.88,8984.05
105574400,0.17,61.90,8984.07
105625600,-0.11,59.58,8984.10
105676800,-0.65,62.96,8984.12
105728000,-0.13,62.80,8984.15
105779200,0.31,59.96,8984.14
105830400,-0.40,61.73,8984.16
105881600,0.33,59.09,8984.18
105932800,0.46,59.74,8984.21
105984000,0.57,58.87,8984.23
106035200,-0.29,64.36,8984.25
106086400,0.29,59.46,8984.25
106137600,0.15,60.52,8984.27
106188800,-0.18,62.08,8984.29
106240000,0.48,59.90,8984.31
106291200,0.28,58.60,8984.34
106342400,0.16,62.67,8984.36
106393600,0.11,60.30,8984.35
106444800,0.15,60.38,8984.38
106496000,0.92,57.92,8984.39
106547200,-0.08,61.80,8984.42
106598400,0.49,61.74,8984.44
106649600,0.24,61.09,8984.46
106700800,0.19,59.55,8984.48
106752000,0.78,59.94,8984.51
106803200,0.68,58.22,8984.53
106854400,0.75,59.50,8984.55
106905600,0.12,60.66,8984.57
106956800,0.41,59.93,8984.60
107008000,-0.20,61.77,8984.62
107059200,0.64,59.83,8985.13
107110400,1.25,59.39,8984.67
107161600,-0.78,63.38,8984.69
107212800,0.17,60.18,8984.71
107264000,0.17,59.88,8984.74
107315200,0.50,58.93,8984.76
107366400,0.10,61.64,8984.78
107417600,0.38,61.47,8984.81
107468800,0.50,60.15,8984.83
107520000,0.23,61.04,8984.86
107571200,0.05,60.76,8984.88
107622400,0.64,61.07,8984.90
107673600,0.47,58.46,8984.92
107724800,-0.34,62.51,8984.94
107776000,-0.17,62.64,8984.97
107827200,0.29,60.12,8985.00
107878400,0.47,60.69,8985.02
107929600,0.80,59.68,8985.04
107980800,0.05,61.69,8985.06
108032000,1.00,58.91,8985.09
108083200,-0.29,61.42,8985.11
108134400,0.43,58.45,8985.12
108185600,0.97,58.84,8985.15
108236800,0.33,60.18,8985.17
108288000,0.14,60.04,8985.19
108339200,0.63,58.70,8985.21
108390400,-0.41,62.26,8985.23
108441600,-0.25,62.04,8985.26
108492800,0.61,58.52,8985.25
108544000,-0.33,62.87,8985.28
108595200,0.34,60.54,8985.30
108646400,0.42,60.85,8985.32
108697600,0.64,59.14,8985.35
108748800,0.78,59.55,8985.38
108800000,-0.12,62.60,8985.38
108851200,-0.57,62.71,8985.40
108902400,0.28,60.49,8985.42
108953600,0.26,61.83,8985.44
109004800,0.26,60.51,8985.47
109056000,0.43,59.83,8985.49
109107200,0.69,60.18,8985.49
109158400,0.44,60.86,8985.53
109209600,0.50,60.53,8985.55
109260800,-0.07,62.10,8985.58
109312000,0.58,60.14,8985.61
109363200,-0.21,63.90,8985.63
109414400,0.46,59.59,8985.63
109465600,0.62,59.29,8985.65
109516800,0.72,59.66,8985.68
109568000,0.75,59.45,8986.18
109619200,0.66,59.64,8985.73
109670400,0.00,61.54,8985.75
109721600,0.90,57.73,8985.75
109772800,0.32,60.32,8986.24
109824000,0.80,59.21,8985.79
109875200,0.26,60.16,8985.81
109926400,0.76,58.50,8985.83
109977600,0.87,58.52,8985.85
110028800,0.35,61.19,8985.87
110080000,1.47,57.47,8985.90
110131200,0.76,59.26,8986.39
110182400,0.08,61.58,8985.94
110233600,-0.45,63.36,8985.96
110284800,-0.44,62.23,8985.99
110336000,0.25,61.92,8986.01
110387200,0.05,60.52,8986.04
110438400,0.25,61.06,8986.07
110489600,0.85,58.45,8986.09
110540800,0.43,60.36,8986.11
110592000,1.04,58.76,8986.14
110643200,0.15,61.59,8986.16
110694400,0.26,61.00,8986.18
110745600,0.21,61.88,8986.20
110796800,0.77,57.79,8986.22
110848000,0.32,59.79,8986.23
110899200,0.67,59.20,8986.72
110950400,-0.41,61.07,8986.27
111001600,0.14,60.61,8986.29
111052800,0.31,60.37,8986.79
111104000,-0.01,61.08,8986.34
111155200,0.36,61.03,8986.37
111206400,1.03,58.21,8986.39
111257600,0.40,61.85,8986.88
111308800,1.34,56.89,8986.44
111360000,0.73,59.71,8986.45
111411200,0.00,59.54,8986.48
111462400,-0.39,62.25,8986.50
111513600,0.62,60.80,8986.52
111564800,-0.39,62.76,8986.54
111616000,0.07,61.42,8986.57
111667200,-0.13,60.75,8986.59
111718400,1.00,58.59,8986.62
111769600,0.88,59.81,8986.64
111820800,0.59,58.95,8986.63
111872000,0.60,61.18,8986.64
111923200,0.44,60.45,8986.65
111974400,0.24,60.34,8986.67
112025600,0.33,60.15,8986.68
112076800,0.12,59.27,8986.69
112128000,0.35,59.94,8986.68
112179200,0.67,59.26,8986.70
112230400,0.89,58.56,8986.72
112281600,1.22,57.43,8986.74
112332800,0.92,57.40,8986.76
112384000,0.20,62.08,8986.78
112435200,0.28,60.55,8986.77
112486400,0.25,61.37,8986.79
112537600,1.37,57.17,8986.81
112588800,-0.03,60.83,8987.29
112640000,0.65,60.37,8986.85
112691200,0.13,62.80,8986.87
112742400,0.72,59.27,8986.87
112793600,1.36,57.52,8986.88
112844800,0.99,58.13,8987.36
112896000,0.64,59.45,8986.92
112947200,0.38,61.40,8986.94
112998400,1.10,59.05,8987.42
113049600,0.72,60.95,8986.96
113100800,0.52,59.72,8986.98
113152000,-0.10,60.80,8987.00
113203200,0.36,60.23,8987.02
113254400,0.59,60.64,8987.05
113305600,0.53,59.94,8987.07
113356800,0.61,60.25,8987.09
113408000,0.12,61.82,8987.11
113459200,0.66,60.08,8987.13
113510400,1.14,59.13,8987.16
113561600,0.98,57.77,8987.19
113612800,0.81,59.07,8987.22
113664000,1.03,57.27,8987.70
113715200,0.24,59.89,8987.27
113766400,0.46,60.69,8987.29
113817600,0.15,59.38,8987.32
113868800,0.22,60.49,8987.35
113920000,0.16,61.64,8987.37
113971200,0.67,60.01,8987.39
114022400,0.76,60.44,8987.41
114073600,0.26,61.48,8987.43
114124800,0.03,61.15,8987.45
114176000,0.95,59.13,8987.47
114227200,0.45,60.30,8987.50
114278400,1.33,56.99,8987.51
114329600,1.07,58.92,8987.53
114380800,1.69,55.00,8987.56
114432000,0.85,60.19,8988.04
114483200,0.90,57.63,8987.60
114534400,1.10,58.00,8987.62
114585600,0.58,59.85,8987.64
114636800,0.22,60.30,8987.65
114688000,0.59,60.21,8987.68
114739200,0.95,56.52,8987.69
114790400,0.65,58.40,8987.71
114841600,0.56,58.04,8987.72
114892800,1.02,57.08,8987.73
114944000,0.73,58.93,8987.76
114995200,0.46,60.51,8987.77
115046400,0.23,60.24,8987.79
115097600,0.36,61.45,8987.81
115148800,0.47,60.66,8987.81
115200000,0.35,60.47,8987.83
115251200,1.44,56.24,8987.85
115302400,0.52,61.16,8987.87
115353600,0.39,61.50,8987.88
115404800,0.60,58.53,8987.91
115456000,0.67,60.47,8987.90
115507200,0.96,58.66,8987.92
115558400,0.69,58.21,8987.93
115609600,1.40,56.65,8987.95
115660800,0.85,60.70,8987.98
115712000,1.23,58.16,8988.00
115763200,0.92,60.20,8987.99
115814400,1.71,56.08,8988.01
115865600,0.30,60.51,8988.03
115916800,0.60,59.73,8988.05
115968000,0.31,59.75,8988.07
116019200,0.55,59.45,8988.09
116070400,0.33,60.18,8988.53
116121600,0.37,60.32,8988.10
116172800,1.58,55.96,8988.57
116224000,0.21,60.34,8988.14
116275200,1.24,57.87,8988.16
116326400,0.72,59.68,8988.18
116377600,0.48,60.86,8988.17
116428800,1.14,58.50,8988.19
116480000,1.21,58.32,8988.21
116531200,0.28,58.90,8988.22
116582400,0.58,59.45,8988.24
116633600,0.68,59.59,8988.27
116684800,0.60,59.06,8988.27
116736000,1.06,59.01,8988.75
116787200,0.70,60.60,8988.33
116838400,0.72,59.88,8988.35
116889600,1.11,57.32,8988.38
116940800,0.32,60.24,8988.39
116992000,0.62,58.87,8988.86
117043200,1.83,55.88,8988.44
117094400,0.63,58.37,8988.46
117145600,0.41,60.06,8988.48
117196800,1.02,58.90,8988.51
117248000,0.25,59.64,8988.53
117299200,1.28,55.65,8988.55
117350400,0.98,59.05,8988.58
117401600,0.86,57.47,8988.60
117452800,1.07,60.22,8988.63
117504000,0.12,59.86,8988.65
117555200,1.02,58.95,8988.67
117606400,0.22,59.63,8988.70
117657600,1.56,58.37,8988.72
117708800,0.62,58.73,8988.74
117760000,1.17,57.95,8988.76
117811200,0.34,58.81,8988.77
117862400,0.65,59.31,8988.80
117913600,0.43,59.51,8988.82
117964800,1.32,57.11,8988.84
118016000,0.24,61.83,8988.86
118067200,0.73,58.88,8988.88
118118400,0.65,60.46,8988.91
118169600,0.59,60.30,8988.93
118220800,0.93,59.35,8988.95
118272000,1.24,58.35,8989.41
118323200,0.77,59.83,8988.99
118374400,1.11,58.91,8989.01
118425600,0.45,60.90,8989.03
118476800,0.81,59.58,8989.03
118528000,0.61,59.24,8989.05
118579200,0.81,59.20,8989.07
118630400,0.69,57.54,8989.09
118681600,1.27,58.78,8989.11
118732800,0.56,60.04,8989.14
118784000,0.25,60.32,8989.13
118835200,1.14,56.93,8989.15
118886400,1.30,57.05,8989.18
118937600,0.36,59.49,8989.19
118988800,1.87,54.83,8989.22
119040000,0.39,60.56,8989.24
119091200,0.09,61.26,8989.23
119142400,0.33,60.81,8989.25
119193600,1.19,59.36,8989.27
119244800,0.60,61.28,8989.29
119296000,1.00,59.03,8989.32
119347200,1.72,57.30,8989.34
119398400,1.14,57.79,8989.33
119449600,0.41,60.45,8989.36
119500800,1.24,57.82,8989.81
119552000,0.49,60.54,8989.40
119603200,-0.12,62.83,8989.43
119654400,0.90,57.76,8989.44
119705600,0.67,61.05,8989.43
119756800,1.02,58.27,8989.45
119808000,0.48,58.86,8989.47
119859200,1.15,58.71,8989.49
119910400,0.22,61.15,8989.50
119961600,0.47,60.05,8989.50
120012800,0.19,59.62,8986.09
120064000,1.00,58.28,8986.12
120115200,0.64,59.36,8985.71
120166400,0.67,60.22,8985.73
120217600,1.96,55.23,8985.75
120268800,1.13,57.12,8985.74
