global_step,avg_episode_returns,avg_episode_length,SPS
39628800,-3.12,67.96,5715.29
39680000,-3.79,70.40,5715.37
39731200,-4.24,72.00,5715.45
39782400,-4.46,73.33,5715.52
39833600,-3.85,72.05,5715.59
39884800,-4.20,72.69,5715.63
39936000,-3.30,69.66,5715.73
39987200,-4.09,70.68,5715.80
40038400,-3.92,71.84,5703.35
40089600,-3.54,69.40,5703.44
40140800,-4.22,73.43,5703.52
40192000,-4.14,72.47,5703.84
40243200,-3.94,73.27,5703.66
40294400,-4.02,72.22,5703.75
40345600,-3.70,69.88,5703.83
40396800,-3.82,70.96,5703.92
40448000,-3.61,71.05,5704.00
40499200,-3.88,69.79,5704.07
40550400,-2.69,66.05,5704.16
40601600,-3.52,68.46,5704.25
40652800,-3.66,70.18,5704.33
40704000,-4.32,71.78,5704.42
40755200,-3.37,69.07,5704.51
40806400,-3.65,71.96,5704.59
40857600,-3.41,68.79,5704.67
40908800,-4.08,73.66,5704.76
40960000,-3.68,69.50,5705.11
41011200,-3.57,69.08,5704.93
41062400,-3.40,69.09,5705.01
41113600,-3.56,69.94,5705.08
41164800,-3.77,70.44,5705.16
41216000,-4.04,71.83,5705.25
41267200,-3.87,71.61,5705.33
41318400,-3.69,68.55,5705.41
41369600,-4.10,73.25,5705.49
41420800,-3.40,67.98,5705.57
41472000,-3.93,69.99,5705.65
41523200,-4.23,72.89,5705.73
41574400,-3.38,68.46,5705.81
41625600,-3.53,70.37,5705.89
41676800,-3.89,70.76,5705.97
41728000,-3.83,70.77,5706.05
41779200,-3.64,72.22,5706.12
41830400,-3.92,71.74,5706.21
41881600,-3.92,70.46,5706.29
41932800,-3.62,68.92,5706.37
41984000,-3.33,68.59,5706.44
42035200,-3.47,71.01,5706.52
42086400,-3.51,70.16,5706.60
42137600,-3.65,70.37,5706.94
42188800,-3.82,70.47,5706.76
42240000,-4.40,72.92,5706.84
42291200,-3.51,69.81,5706.89
42342400,-3.59,69.60,5707.23
42393600,-3.15,68.96,5707.05
42444800,-3.32,69.55,5707.13
42496000,-3.62,69.72,5707.21
42547200,-3.24,69.78,5707.29
42598400,-3.27,70.42,5707.34
42649600,-3.78,70.44,5707.42
42700800,-3.27,68.03,5707.50
42752000,-3.14,69.24,5707.83
42803200,-3.96,71.76,5707.65
42854400,-3.41,68.79,5707.73
42905600,-3.68,71.23,5707.78
42956800,-3.43,69.15,5707.86
43008000,-4.16,72.77,5707.94
43059200,-3.41,68.58,5708.02
43110400,-3.18,68.37,5708.09
43161600,-3.66,70.86,5708.18
43212800,-3.16,68.83,5708.49
43264000,-3.55,68.92,5708.31
43315200,-3.35,69.93,5708.40
43366400,-3.84,71.40,5708.47
43417600,-3.72,68.67,5708.56
43468800,-3.15,68.03,5708.64
43520000,-3.37,69.11,5708.69
43571200,-3.33,68.58,5708.75
43622400,-3.55,69.59,5708.82
43673600,-3.15,69.44,5708.89
43724800,-3.59,69.01,5708.96
43776000,-3.13,67.78,5709.04
43827200,-3.73,71.28,5709.09
43878400,-4.07,71.56,5709.15
43929600,-3.29,68.88,5709.23
43980800,-3.55,70.98,5709.30
44032000,-2.95,66.89,5709.37
44083200,-3.26,67.64,5709.45
44134400,-3.88,69.89,5709.52
44185600,-3.47,70.47,5709.59
44236800,-3.28,69.37,5709.66
44288000,-2.40,65.03,5709.74
44339200,-3.51,68.52,5709.81
44390400,-3.60,69.92,5709.88
44441600,-4.34,73.00,5709.93
44492800,-3.33,70.23,5709.99
44544000,-3.34,69.14,5710.06
44595200,-2.90,68.34,5710.39
44646400,-2.84,68.61,5710.21
44697600,-3.61,69.55,5710.28
44748800,-3.54,70.23,5710.59
44800000,-3.85,71.18,5710.42
44851200,-3.66,70.29,5710.49
44902400,-3.32,67.47,5710.56
44953600,-3.18,69.77,5710.86
45004800,-2.50,68.18,5710.69
45056000,-3.48,69.47,5710.76
45107200,-3.50,68.51,5710.82
45158400,-3.02,68.67,5710.89
45209600,-3.63,70.11,5710.96
45260800,-3.41,70.77,5711.03
45312000,-3.72,69.97,5711.11
45363200,-3.04,67.94,5711.18
45414400,-3.49,70.05,5711.25
45465600,-2.45,64.76,5711.31
45516800,-3.20,70.34,5711.38
45568000,-3.35,68.87,5711.43
45619200,-3.15,68.40,5711.48
45670400,-2.60,67.01,5711.53
45721600,-3.93,71.30,5711.59
45772800,-3.66,69.96,5711.90
45824000,-3.68,69.38,5711.72
45875200,-3.05,69.02,5711.77
45926400,-2.52,68.23,5711.81
45977600,-3.79,72.06,5712.11
46028800,-3.14,70.10,5711.93
46080000,-2.72,66.69,5711.99
46131200,-2.99,70.39,5712.06
46182400,-3.62,71.26,5712.13
46233600,-3.55,68.91,5712.17
46284800,-3.10,68.37,5712.19
46336000,-3.15,69.72,5712.26
46387200,-3.08,67.80,5712.33
46438400,-3.05,67.75,5712.38
46489600,-3.11,67.68,5712.45
46540800,-2.98,69.69,5712.48
46592000,-3.22,68.61,5712.55
46643200,-2.95,68.44,5712.62
46694400,-4.07,72.21,5712.69
46745600,-3.18,69.31,5712.75
46796800,-3.35,69.39,5712.81
46848000,-3.41,69.18,5712.85
46899200,-3.33,68.91,5712.92
46950400,-3.37,71.37,5712.99
47001600,-3.88,71.22,5713.05
47052800,-3.59,71.59,5713.11
47104000,-3.16,69.54,5713.18
47155200,-2.92,67.01,5713.22
47206400,-3.38,69.55,5713.28
47257600,-2.53,65.13,5713.34
47308800,-3.40,68.87,5713.41
47360000,-3.01,68.50,5713.48
47411200,-3.03,71.36,5713.54
47462400,-3.42,70.97,5713.60
47513600,-3.07,70.05,5713.66
47564800,-2.71,66.19,5713.73
47616000,-2.57,67.47,5713.78
47667200,-2.91,68.07,5713.85
47718400,-3.44,72.33,5713.91
47769600,-3.11,69.01,5713.98
47820800,-3.03,67.97,5714.04
47872000,-3.35,69.75,5714.11
47923200,-2.76,68.35,5714.17
47974400,-2.53,68.84,5714.23
48025600,-3.14,69.88,5714.53
48076800,-3.12,67.71,5714.36
48128000,-3.05,68.11,5714.42
48179200,-3.67,70.81,5714.48
48230400,-2.96,67.58,5714.55
48281600,-2.46,66.02,5714.62
48332800,-2.70,67.34,5714.65
48384000,-3.38,70.03,5714.74
48435200,-2.97,70.01,5714.80
48486400,-2.60,67.03,5714.86
48537600,-3.10,68.76,5714.92
48588800,-3.18,69.86,5714.98
48640000,-3.31,69.66,5715.00
48691200,-3.09,69.48,5715.10
48742400,-3.27,69.44,5715.16
48793600,-3.47,68.54,5715.21
48844800,-3.26,69.93,5715.27
48896000,-2.82,69.25,5715.32
48947200,-3.29,68.24,5715.37
48998400,-2.22,66.31,5715.43
49049600,-3.06,68.88,5715.49
49100800,-3.33,69.87,5715.56
49152000,-2.62,68.57,5715.61
49203200,-2.68,69.88,5715.68
49254400,-2.86,67.51,5715.72
49305600,-3.00,69.02,5715.78
49356800,-2.96,69.68,5715.85
49408000,-3.10,67.85,5715.92
49459200,-2.72,69.68,5715.98
49510400,-3.73,71.19,5716.05
49561600,-3.14,69.93,5716.09
49612800,-2.55,68.66,5716.36
49664000,-2.88,67.21,5716.20
49715200,-3.04,70.49,5716.26
49766400,-2.99,67.79,5716.33
49817600,-2.84,67.70,5716.38
49868800,-2.96,69.23,5716.42
49920000,-2.77,68.34,5716.48
49971200,-3.20,69.04,5716.54
50022400,-2.90,66.87,5716.60
50073600,-2.97,67.70,5716.65
50124800,-2.67,69.03,5716.71
50176000,-2.40,66.07,5716.75
50227200,-2.71,66.88,5716.81
50278400,-2.87,68.36,5717.08
50329600,-2.81,67.53,5716.91
50380800,-3.12,69.06,5716.97
50432000,-3.45,70.03,5717.02
50483200,-3.33,70.80,5717.06
50534400,-3.03,68.04,5717.10
50585600,-3.03,68.46,5717.16
50636800,-3.17,71.36,5717.44
50688000,-2.64,67.44,5717.27
50739200,-2.69,66.94,5717.34
50790400,-2.32,68.14,5717.39
50841600,-2.78,67.67,5717.67
50892800,-2.73,68.64,5717.72
50944000,-2.69,67.98,5717.57
50995200,-2.45,66.64,5717.62
51046400,-3.21,68.37,5717.68
51097600,-2.42,65.36,5717.74
51148800,-2.57,67.38,5717.79
51200000,-2.80,65.13,5717.84
51251200,-2.28,67.66,5717.90
51302400,-3.24,70.42,5717.95
51353600,-2.90,67.13,5718.00
51404800,-2.39,66.72,5718.06
51456000,-3.15,69.52,5718.12
51507200,-2.73,68.82,5718.18
51558400,-3.30,70.81,5718.23
51609600,-2.29,66.50,5718.29
51660800,-3.49,68.54,5718.32
51712000,-2.67,67.06,5718.40
51763200,-2.85,68.10,5718.46
51814400,-2.67,66.56,5718.51
51865600,-2.21,66.73,5718.57
51916800,-2.67,67.71,5718.62
51968000,-3.41,70.35,5718.67
52019200,-2.36,67.50,5718.72
52070400,-2.81,67.20,5718.77
52121600,-2.42,67.20,5718.82
52172800,-2.73,68.33,5718.88
52224000,-3.29,71.11,5718.93
52275200,-2.87,67.86,5718.99
52326400,-2.61,67.96,5719.04
52377600,-2.05,66.80,5719.31
52428800,-3.21,70.53,5719.15
52480000,-2.99,68.24,5719.21
52531200,-2.39,67.20,5719.26
52582400,-2.39,66.68,5719.29
52633600,-2.82,69.10,5719.34
52684800,-2.27,66.91,5719.39
52736000,-3.03,68.15,5719.45
52787200,-2.38,68.44,5719.50
52838400,-2.43,66.32,5719.55
52889600,-2.62,67.42,5719.58
52940800,-2.49,68.53,5719.63
52992000,-2.71,68.69,5719.69
53043200,-2.39,64.88,5719.74
53094400,-2.59,68.53,5719.79
53145600,-2.38,67.73,5719.85
53196800,-2.74,68.42,5719.88
53248000,-3.09,70.04,5719.93
53299200,-2.43,66.83,5719.98
53350400,-2.67,67.54,5720.04
53401600,-2.17,66.51,5720.09
53452800,-2.52,67.31,5720.14
53504000,-2.32,66.01,5720.37
53555200,-1.97,67.30,5720.22
53606400,-3.24,69.56,5720.27
53657600,-3.09,68.30,5720.33
53708800,-2.91,68.65,5720.38
53760000,-2.44,68.61,5720.42
53811200,-2.81,67.81,5720.65
53862400,-2.35,65.04,5720.50
53913600,-2.37,66.21,5720.55
53964800,-2.60,67.72,5720.59
54016000,-3.15,69.44,5720.64
54067200,-2.42,68.11,5720.70
54118400,-2.84,68.05,5720.74
54169600,-2.30,66.75,5720.79
54220800,-2.60,65.74,5720.83
54272000,-2.62,68.98,5720.88
54323200,-3.05,69.64,5720.94
54374400,-2.80,68.75,5720.99
54425600,-2.70,67.51,5721.04
54476800,-2.77,68.64,5721.08
54528000,-2.28,66.39,5721.14
54579200,-2.41,67.04,5721.19
54630400,-3.13,69.57,5721.23
54681600,-2.52,65.72,5721.29
54732800,-2.50,70.18,5721.33
54784000,-3.07,69.65,5721.38
54835200,-2.12,68.56,5721.43
54886400,-1.98,66.18,5721.48
54937600,-2.96,69.25,5721.52
54988800,-2.49,68.66,5721.58
55040000,-1.81,65.81,5721.63
55091200,-2.20,65.69,5721.68
55142400,-2.82,69.02,5721.73
55193600,-2.45,68.26,5721.78
55244800,-1.83,65.16,5721.83
55296000,-2.46,66.66,5721.88
55347200,-2.30,67.06,5721.92
55398400,-2.57,66.54,5721.97
55449600,-2.09,67.88,5722.02
55500800,-2.13,65.39,5722.06
55552000,-2.28,66.15,5722.11
55603200,-2.41,66.22,5722.13
55654400,-2.59,68.49,5722.20
55705600,-2.44,68.89,5722.45
55756800,-1.75,65.21,5722.50
55808000,-2.52,67.59,5722.35
55859200,-2.57,68.19,5722.40
55910400,-2.54,69.35,5722.43
55961600,-2.16,67.65,5722.48
56012800,-1.80,64.95,5722.52
56064000,-1.81,65.38,5722.56
56115200,-2.31,66.32,5722.60
56166400,-2.33,66.65,5722.65
56217600,-2.63,68.74,5722.67
56268800,-2.57,66.77,5722.71
56320000,-2.32,67.07,5722.75
56371200,-1.38,63.54,5722.99
56422400,-1.98,65.90,5722.84
56473600,-2.33,68.63,5722.88
56524800,-2.73,68.10,5722.91
56576000,-1.93,65.19,5722.96
56627200,-2.65,69.09,5723.01
56678400,-1.89,64.72,5723.06
56729600,-2.17,65.71,5723.10
56780800,-2.51,68.80,5723.15
56832000,-1.61,65.69,5723.17
56883200,-2.08,67.39,5723.22
56934400,-2.03,64.74,5723.27
56985600,-2.53,68.23,5723.32
57036800,-2.50,66.61,5723.36
57088000,-2.66,67.04,5723.41
57139200,-2.72,67.79,5723.43
57190400,-2.45,67.05,5723.47
57241600,-2.49,67.83,5723.51
57292800,-1.79,65.84,5723.56
57344000,-2.44,66.88,5723.60
57395200,-1.88,66.63,5723.64
57446400,-2.17,67.82,5723.69
57497600,-2.17,67.48,5723.73
57548800,-0.96,64.09,5723.77
57600000,-1.70,64.50,5723.81
57651200,-1.85,65.99,5723.86
57702400,-2.18,66.22,5723.89
57753600,-2.61,67.68,5723.93
57804800,-2.99,68.73,5723.96
57856000,-2.29,67.71,5724.00
57907200,-2.10,65.53,5724.05
57958400,-2.04,65.92,5724.08
58009600,-1.85,66.33,5724.12
58060800,-2.31,67.68,5724.16
58112000,-2.52,67.05,5724.20
58163200,-1.76,64.02,5724.24
58214400,-1.86,65.86,5724.27
58265600,-2.09,67.25,5724.31
58316800,-2.26,66.80,5724.35
58368000,-2.04,66.67,5724.39
58419200,-2.16,67.33,5724.43
58470400,-2.23,67.36,5724.48
58521600,-1.15,64.20,5724.52
58572800,-1.94,65.62,5724.56
58624000,-1.94,64.72,5724.58
58675200,-1.88,66.72,5724.64
58726400,-2.14,67.35,5724.68
58777600,-1.65,65.52,5724.72
58828800,-1.25,64.25,5724.76
58880000,-3.27,70.84,5724.80
58931200,-2.41,67.14,5724.82
58982400,-1.73,65.20,5724.88
59033600,-2.34,66.28,5724.92
59084800,-2.58,69.00,5724.96
59136000,-1.94,67.25,5725.00
59187200,-2.02,67.39,5725.04
59238400,-1.87,66.51,5725.06
59289600,-1.64,65.33,5725.10
59340800,-1.74,64.91,5725.15
59392000,-2.07,67.15,5725.19
59443200,-1.84,67.25,5725.23
59494400,-1.55,64.39,5725.27
59545600,-1.73,66.51,5725.29
59596800,-2.38,68.82,5725.51
59648000,-2.28,67.01,5725.36
59699200,-2.04,66.08,5725.40
59750400,-1.94,65.64,5725.44
59801600,-2.61,67.63,5725.48
59852800,-1.69,65.73,5725.68
59904000,-2.16,66.76,5725.54
59955200,-2.38,68.61,5725.58
60006400,-2.29,66.09,5717.23
60057600,-1.48,63.85,5717.28
60108800,-1.71,66.51,5717.33
60160000,-2.02,67.57,5717.38
60211200,-1.84,64.07,5717.42
60262400,-2.24,66.50,5717.66
60313600,-1.50,65.34,5717.53
60364800,-1.52,64.05,5717.57
60416000,-1.78,66.18,5717.60
60467200,-1.88,65.71,5717.67
60518400,-1.67,64.89,5717.71
60569600,-1.15,63.03,5717.76
60620800,-1.19,63.15,5717.99
60672000,-1.68,65.21,5718.04
60723200,-1.70,64.84,5717.90
60774400,-2.11,66.62,5717.95
60825600,-2.03,66.52,5718.00
60876800,-2.25,67.85,5718.04
60928000,-1.50,65.84,5718.09
60979200,-1.97,66.44,5718.13
61030400,-2.00,66.41,5718.16
61081600,-1.69,67.25,5718.38
61132800,-1.81,66.39,5718.24
61184000,-1.17,62.76,5718.28
61235200,-1.94,66.87,5718.33
61286400,-1.75,64.85,5718.38
61337600,-1.67,65.25,5718.40
61388800,-1.80,65.93,5718.45
61440000,-1.53,64.27,5718.49
61491200,-0.88,65.21,5718.54
61542400,-1.27,63.83,5718.77
61593600,-2.06,64.65,5718.64
61644800,-1.60,66.82,5718.67
61696000,-0.96,63.09,5718.71
61747200,-1.48,64.80,5718.76
61798400,-2.21,67.95,5718.81
61849600,-1.83,66.80,5718.86
61900800,-1.75,65.34,5718.90
61952000,-1.72,65.50,5718.92
62003200,-1.78,65.52,5718.97
62054400,-1.57,64.95,5719.02
62105600,-1.52,64.14,5719.06
62156800,-1.65,65.81,5719.11
62208000,-0.76,62.89,5719.15
62259200,-1.73,67.07,5719.19
62310400,-2.87,69.60,5719.23
62361600,-2.06,66.69,5719.28
62412800,-1.48,65.17,5719.33
62464000,-1.19,64.00,5719.38
62515200,-1.35,63.11,5719.43
62566400,-1.19,64.72,5719.48
62617600,-0.95,63.85,5719.52
62668800,-1.31,64.54,5719.74
62720000,-2.75,66.45,5719.61
62771200,-1.95,66.72,5719.65
62822400,-2.02,65.87,5719.87
62873600,-1.85,66.90,5719.74
62924800,-1.65,65.78,5719.79
62976000,-1.55,64.69,5719.84
63027200,-1.66,67.30,5719.88
63078400,-2.26,67.74,5719.92
63129600,-1.26,64.27,5719.97
63180800,-1.65,65.73,5720.01
63232000,-1.57,64.12,5720.06
63283200,-0.91,63.76,5720.10
63334400,-1.80,63.93,5720.15
63385600,-0.70,61.85,5720.19
63436800,-1.65,65.06,5720.23
63488000,-0.89,63.94,5720.28
63539200,-1.29,64.77,5720.31
63590400,-1.16,64.84,5720.36
63641600,-1.31,66.08,5720.40
63692800,-1.62,66.59,5720.44
63744000,-1.41,64.44,5720.48
63795200,-1.62,64.35,5720.70
63846400,-0.86,63.94,5720.57
63897600,-1.47,65.65,5720.61
63948800,-1.68,65.19,5720.65
64000000,-1.43,65.50,5720.70
64051200,-1.77,66.55,5720.73
64102400,-1.76,66.13,5720.79
64153600,-1.09,63.27,5720.84
64204800,-1.74,65.90,5720.89
64256000,-1.62,65.94,5720.93
64307200,-1.86,65.76,5721.14
64358400,-1.09,65.22,5721.00
64409600,-0.99,64.42,5721.04
64460800,-1.11,64.36,5721.09
64512000,-1.23,63.68,5721.13
64563200,-0.97,63.72,5721.18
64614400,-0.98,63.49,5721.23
64665600,-1.23,65.13,5721.26
64716800,-1.78,66.15,5721.30
64768000,-1.14,63.51,5721.35
64819200,-0.97,62.59,5721.40
64870400,-1.96,64.36,5721.44
64921600,-1.24,62.70,5721.66
64972800,-1.20,64.48,5721.52
65024000,-2.69,69.06,5721.56
65075200,-1.43,66.67,5721.78
65126400,-0.84,61.96,5721.65
65177600,-1.07,64.00,5721.70
65228800,-1.66,65.50,5721.91
65280000,-1.92,65.67,5721.77
65331200,-2.32,67.02,5721.81
65382400,-1.17,65.10,5722.02
65433600,-1.34,63.54,5721.90
65484800,-0.70,63.78,5722.11
65536000,-1.78,64.71,5722.16
65587200,-1.55,65.54,5722.01
65638400,-0.75,63.84,5722.22
65689600,-1.53,64.85,5722.10
65740800,-1.63,66.30,5722.14
65792000,-1.22,64.93,5722.18
65843200,-1.32,63.63,5722.22
65894400,-1.26,64.44,5722.41
65945600,-1.23,65.74,5722.28
65996800,-1.42,64.40,5722.33
66048000,-1.38,63.12,5722.37
66099200,-0.94,63.66,5722.40
66150400,-0.91,62.52,5722.45
66201600,-1.13,62.39,5722.49
66252800,-1.20,64.16,5722.52
66304000,-0.24,61.95,5722.73
66355200,-1.74,65.53,5722.60
66406400,-1.46,65.70,5722.63
66457600,-2.01,65.75,5722.67
66508800,-1.42,65.71,5722.71
66560000,-1.53,65.27,5722.75
66611200,-0.79,63.13,5722.78
66662400,-1.49,64.47,5722.82
66713600,-1.70,66.39,5722.86
66764800,-1.28,64.11,5722.88
66816000,-1.45,64.20,5722.94
66867200,-1.27,64.07,5722.98
66918400,-1.29,63.19,5723.02
66969600,-1.19,64.12,5723.22
67020800,-0.62,62.78,5723.09
67072000,-1.20,62.78,5723.13
67123200,-1.53,65.20,5723.17
67174400,-1.16,62.22,5723.22
67225600,-1.68,64.53,5723.42
67276800,-1.20,64.46,5723.46
67328000,-0.49,62.85,5723.34
67379200,-1.92,67.81,5723.38
67430400,-1.29,65.35,5723.42
67481600,-1.27,63.84,5723.46
67532800,-1.02,64.99,5723.50
67584000,-1.25,64.22,5723.70
67635200,-1.66,65.55,5723.57
67686400,-1.44,64.70,5723.60
67737600,-0.59,63.98,5723.79
67788800,-0.64,62.30,5723.63
67840000,-0.70,63.69,5723.66
67891200,-1.36,65.93,5723.70
67942400,-0.14,60.18,5723.73
67993600,-1.70,65.80,5723.75
68044800,-0.84,61.85,5723.79
68096000,-0.48,61.12,5723.83
68147200,-1.36,63.48,5723.86
68198400,-1.37,63.89,5723.91
68249600,-1.45,64.38,5724.10
68300800,-1.15,64.84,5723.96
68352000,-1.02,63.94,5724.00
68403200,-1.10,63.47,5724.04
68454400,-0.64,62.56,5724.07
68505600,-2.05,67.92,5724.11
68556800,-0.97,61.80,5724.30
68608000,-1.05,61.96,5724.32
68659200,-0.78,63.04,5724.19
68710400,-0.98,64.42,5724.22
68761600,-1.25,63.74,5724.26
68812800,-1.28,63.94,5724.29
68864000,-0.17,60.43,5724.48
68915200,-1.23,63.69,5724.31
68966400,-1.14,64.72,5724.35
69017600,-1.26,64.18,5724.38
69068800,-1.10,65.00,5724.42
69120000,-0.55,63.45,5724.45
69171200,-1.39,65.83,5724.48
69222400,-1.27,63.95,5724.50
69273600,-0.89,63.61,5724.53
69324800,-1.04,62.48,5724.57
69376000,-1.09,62.41,5724.61
69427200,-1.50,65.65,5724.64
69478400,-0.74,62.37,5724.67
69529600,-0.58,62.76,5724.71
69580800,-1.24,65.09,5724.75
69632000,-0.26,61.56,5724.78
69683200,-1.05,63.70,5724.98
69734400,-1.47,65.34,5724.85
69785600,-1.34,66.20,5724.88
69836800,-0.89,63.95,5724.92
69888000,-0.55,61.80,5725.11
69939200,-1.08,64.25,5724.99
69990400,-1.23,64.39,5725.02
70041600,-1.52,64.85,5725.05
70092800,-1.09,63.39,5725.09
70144000,-1.03,62.79,5725.12
70195200,-1.61,64.37,5725.16
70246400,-0.89,64.61,5725.19
70297600,-0.68,62.34,5725.23
70348800,-0.80,64.63,5725.26
70400000,-0.57,62.09,5725.29
70451200,-0.85,62.32,5725.33
70502400,-0.67,62.08,5725.51
70553600,-0.32,61.47,5725.39
70604800,-0.85,62.83,5725.43
70656000,-0.54,61.71,5725.46
70707200,-0.84,61.91,5725.50
70758400,-1.35,64.96,5725.53
70809600,-0.69,63.08,5725.57
70860800,-1.22,63.84,5725.60
70912000,-1.03,62.53,5725.64
70963200,-0.79,63.45,5725.67
71014400,-0.74,62.99,5725.69
71065600,-0.50,61.34,5725.72
71116800,0.11,59.06,5725.76
71168000,-0.78,64.00,5725.80
71219200,-1.24,65.70,5725.99
71270400,-0.51,61.08,5725.87
71321600,-1.10,63.25,5725.89
71372800,-0.90,62.22,5725.92
71424000,-1.60,66.51,5725.96
71475200,-0.26,61.47,5725.99
71526400,-1.03,64.75,5726.02
71577600,-0.16,60.45,5726.05
71628800,-0.83,63.90,5726.07
71680000,-0.53,62.74,5726.10
71731200,-0.55,61.73,5726.14
71782400,-1.11,64.16,5726.17
71833600,-1.02,63.70,5726.36
71884800,-0.93,64.13,5726.23
71936000,-0.72,62.18,5726.24
71987200,-0.58,62.87,5726.27
72038400,-0.78,62.65,5726.30
72089600,-0.79,65.40,5726.33
72140800,-1.10,63.28,5726.37
72192000,-0.87,64.85,5726.40
72243200,-1.04,62.08,5726.41
72294400,-1.38,64.44,5726.44
72345600,-0.59,63.18,5726.48
72396800,-1.11,63.49,5726.52
72448000,-0.76,62.98,5726.55
72499200,-1.08,64.23,5726.58
72550400,-0.76,62.37,5726.59
72601600,-0.68,61.59,5726.62
72652800,0.23,59.86,5726.65
72704000,-1.29,64.31,5726.68
72755200,-0.69,63.32,5726.71
72806400,-0.13,61.96,5726.75
72857600,-0.95,63.22,5726.77
72908800,-0.69,62.88,5726.81
72960000,-1.02,62.89,5726.84
73011200,-0.94,62.60,5726.87
73062400,-0.41,61.94,5726.90
73113600,-0.37,62.03,5726.89
73164800,-0.16,60.84,5726.93
73216000,-0.38,61.73,5726.96
73267200,-1.21,63.76,5727.14
73318400,-0.99,63.41,5727.02
73369600,-0.93,61.78,5727.20
73420800,-0.60,62.01,5727.09
73472000,-0.36,61.04,5727.12
73523200,-1.38,64.35,5727.16
73574400,-0.07,62.05,5727.19
73625600,-0.63,62.93,5727.22
73676800,-1.14,64.10,5727.26
73728000,-0.88,61.85,5727.28
73779200,-0.46,62.10,5727.31
73830400,-0.93,64.60,5727.35
73881600,-0.43,62.57,5727.38
73932800,-1.13,63.43,5727.41
73984000,-0.91,64.65,5727.44
74035200,-1.17,63.42,5727.45
74086400,-0.73,62.91,5727.50
74137600,-0.73,64.48,5727.53
74188800,-0.68,63.69,5727.56
74240000,-0.95,64.39,5727.60
74291200,-0.57,62.89,5727.63
74342400,-0.54,60.96,5727.64
74393600,-0.73,63.00,5727.70
74444800,-0.87,63.20,5727.73
74496000,-1.02,62.95,5727.76
74547200,-0.56,62.37,5727.79
74598400,-0.70,62.73,5727.79
74649600,-0.92,63.35,5727.81
74700800,-0.03,61.98,5727.83
74752000,-1.04,62.90,5727.86
74803200,-0.69,63.43,5727.89
74854400,-0.94,63.63,5727.92
74905600,-0.10,60.60,5727.95
74956800,-0.08,60.23,5727.96
75008000,-0.49,62.90,5727.99
75059200,-0.56,64.71,5728.02
75110400,-1.07,64.55,5728.05
75161600,-0.74,63.26,5728.08
75212800,-0.82,62.19,5728.11
75264000,-0.72,63.54,5728.13
75315200,-1.18,64.61,5728.16
75366400,-1.45,66.61,5728.19
75417600,-0.77,62.77,5728.22
75468800,-0.25,60.37,5728.26
75520000,-1.44,65.24,5728.29
75571200,-0.58,62.76,5728.30
75622400,-0.55,63.08,5728.33
75673600,-0.59,63.70,5728.36
75724800,-0.11,61.25,5728.39
75776000,-0.95,64.91,5728.43
75827200,-0.33,61.67,5728.46
75878400,-0.50,61.17,5728.48
75929600,-0.59,61.25,5728.52
75980800,-0.18,61.72,5728.70
76032000,-0.30,61.71,5728.58
76083200,0.04,61.28,5728.62
76134400,-0.42,63.07,5728.79
76185600,-1.27,64.77,5728.67
76236800,-1.00,62.65,5728.70
76288000,-0.74,63.70,5728.73
76339200,-0.57,63.16,5728.76
76390400,-0.55,61.79,5728.79
76441600,-0.60,62.82,5728.82
76492800,-0.09,58.75,5728.85
76544000,-0.25,59.92,5728.88
76595200,0.16,60.67,5728.91
76646400,-0.37,64.90,5728.94
76697600,-0.31,62.23,5728.97
76748800,-0.89,63.95,5729.00
76800000,-0.64,63.11,5729.03
76851200,-0.58,62.97,5729.05
76902400,-0.51,62.78,5729.08
76953600,-0.74,62.59,5729.11
77004800,-0.86,64.38,5729.14
77056000,-0.67,63.67,5729.14
77107200,-1.04,63.63,5729.19
77158400,-0.26,63.29,5729.22
77209600,-0.06,61.82,5729.25
77260800,-0.21,60.35,5729.27
77312000,0.13,60.44,5729.44
77363200,-0.92,63.42,5729.33
77414400,-0.08,60.59,5729.36
77465600,-1.26,66.03,5729.39
77516800,-0.61,64.38,5729.42
77568000,-1.08,65.38,5729.45
77619200,-0.00,60.83,5729.48
77670400,-0.42,62.09,5729.65
77721600,-0.24,60.24,5729.54
77772800,-0.05,61.71,5729.57
77824000,-0.33,62.00,5729.75
77875200,0.21,59.55,5729.63
77926400,0.36,60.38,5729.66
77977600,-1.08,63.65,5729.68
78028800,-0.59,63.06,5729.71
78080000,-0.57,63.84,5729.74
78131200,-0.14,61.79,5729.77
78182400,-1.01,63.57,5729.80
78233600,-0.90,61.79,5729.82
78284800,0.14,59.94,5729.84
78336000,-0.71,63.59,5729.86
78387200,0.25,59.93,5729.89
78438400,-0.59,61.13,5729.92
78489600,-0.71,61.85,5729.95
78540800,-0.43,62.85,5729.98
78592000,-0.56,64.16,5730.13
78643200,0.04,61.44,5730.02
78694400,-0.06,61.00,5730.05
78745600,-0.29,61.24,5730.08
78796800,0.33,60.20,5730.11
78848000,-0.46,63.43,5730.14
78899200,-0.47,62.50,5730.16
78950400,-0.17,61.30,5730.19
79001600,-0.05,60.94,5730.36
79052800,-0.50,62.16,5730.26
79104000,-0.02,60.99,5730.29
79155200,-0.17,61.39,5730.32
79206400,0.45,60.91,5730.34
79257600,0.36,61.18,5730.51
79308800,-0.55,63.55,5730.41
79360000,0.16,61.07,5730.44
