global_step,avg_episode_returns,avg_episode_length,SPS
79411200,-0.02,61.36,5730.48
79462400,-0.06,62.43,5730.51
79513600,-0.98,63.61,5730.54
79564800,-0.44,63.02,5730.57
79616000,-0.00,62.03,5730.61
79667200,0.30,59.95,5730.64
79718400,-0.79,63.74,5730.67
79769600,-0.54,65.36,5730.71
79820800,-0.22,62.58,5730.74
79872000,-0.38,63.51,5730.77
79923200,-0.60,63.22,5730.80
79974400,-0.86,62.93,5730.83
80025600,-0.89,62.59,5724.51
80076800,0.02,62.64,5724.52
80128000,-0.19,62.34,5724.69
80179200,-0.48,63.03,5724.59
80230400,0.12,61.44,5724.63
80281600,0.34,59.26,5724.66
80332800,-0.28,61.83,5724.69
80384000,-0.16,61.00,5724.71
80435200,-0.22,62.35,5724.74
80486400,-0.19,62.76,5724.77
80537600,0.13,62.58,5724.81
80588800,-1.49,66.22,5724.98
80640000,-1.04,66.20,5724.87
80691200,-0.08,61.27,5724.89
80742400,-0.74,63.84,5724.92
80793600,0.18,60.06,5724.95
80844800,-0.61,63.92,5724.98
80896000,0.21,61.89,5725.01
80947200,-0.25,61.51,5725.04
80998400,-0.63,62.08,5725.06
81049600,-0.18,62.33,5725.09
81100800,-0.86,64.38,5725.12
81152000,0.01,63.22,5725.15
81203200,-0.37,64.38,5725.18
81254400,-0.82,64.70,5725.21
81305600,-0.37,62.91,5725.24
81356800,-0.45,62.69,5725.27
81408000,-0.39,64.25,5725.31
81459200,-0.08,60.68,5725.34
81510400,-0.59,62.78,5725.51
81561600,0.20,61.82,5725.40
81612800,0.35,58.93,5725.44
81664000,-0.12,61.56,5725.47
81715200,0.10,61.35,5725.50
81766400,-0.78,64.73,5725.53
81817600,-0.51,62.75,5725.56
81868800,-0.53,63.24,5725.59
81920000,-0.75,63.76,5725.62
81971200,0.23,59.23,5725.65
82022400,0.42,59.51,5725.68
82073600,-0.19,61.05,5725.70
82124800,-0.17,61.84,5725.73
82176000,0.51,59.71,5725.75
82227200,0.23,60.55,5725.80
82278400,-0.25,60.71,5725.82
82329600,0.07,60.02,5725.86
82380800,-0.00,60.81,5725.89
82432000,-0.58,62.29,5725.92
82483200,0.13,60.61,5725.95
82534400,0.00,61.05,5725.98
82585600,-0.41,61.10,5726.14
82636800,0.40,61.02,5726.04
82688000,-0.71,64.50,5726.07
82739200,0.29,59.61,5726.10
82790400,0.40,58.43,5726.11
82841600,-0.07,62.06,5726.15
82892800,-0.13,61.55,5726.18
82944000,-0.26,61.68,5726.22
82995200,-0.08,61.73,5726.25
83046400,-0.17,61.81,5726.28
83097600,0.15,62.21,5726.29
83148800,0.33,59.53,5726.32
83200000,0.20,60.06,5726.35
83251200,0.41,59.53,5726.38
83302400,0.19,61.07,5726.54
83353600,-0.20,61.61,5726.57
83404800,-0.17,61.45,5726.45
83456000,0.40,59.26,5726.61
83507200,-0.37,63.20,5726.50
83558400,0.24,61.00,5726.67
83609600,0.58,60.76,5726.56
83660800,0.16,61.40,5726.72
83712000,0.53,59.55,5726.74
83763200,0.17,59.91,5726.63
83814400,0.10,60.48,5726.66
83865600,0.20,60.38,5726.69
83916800,-0.53,62.07,5726.71
83968000,-0.12,61.01,5726.87
84019200,0.10,61.22,5726.76
84070400,-0.02,60.56,5726.79
84121600,-0.90,64.85,5726.81
84172800,-0.05,63.50,5726.84
84224000,0.19,60.81,5726.87
84275200,0.47,59.67,5727.03
84326400,0.27,60.22,5726.91
84377600,0.02,60.50,5726.95
84428800,0.30,61.36,5727.10
84480000,-0.28,61.68,5727.00
84531200,-0.31,63.03,5727.03
84582400,0.41,60.92,5727.06
84633600,-0.10,62.72,5727.09
84684800,0.49,61.85,5727.12
84736000,-0.80,63.52,5727.28
84787200,-0.25,61.83,5727.18
84838400,0.53,59.03,5727.21
84889600,-0.50,62.87,5727.23
84940800,0.17,60.12,5727.26
84992000,0.40,59.36,5727.28
85043200,0.15,61.56,5727.31
85094400,0.14,60.24,5727.34
85145600,0.40,60.26,5727.37
85196800,0.60,60.35,5727.40
85248000,0.46,60.38,5727.43
85299200,0.00,61.24,5727.59
85350400,0.37,59.44,5727.49
85401600,0.02,58.66,5727.52
85452800,0.11,60.54,5727.55
85504000,-0.05,61.76,5727.58
85555200,-0.46,61.90,5727.61
85606400,0.47,60.43,5727.63
85657600,0.17,62.12,5727.79
85708800,-0.29,60.89,5727.69
85760000,0.25,61.63,5727.72
85811200,0.60,60.45,5727.75
85862400,0.40,58.74,5727.77
85913600,0.24,59.12,5727.92
85964800,0.67,60.39,5727.94
86016000,0.44,59.11,5727.84
86067200,0.77,58.15,5727.86
86118400,-0.10,60.07,5727.87
86169600,-0.10,61.97,5727.91
86220800,-0.13,62.53,5728.07
86272000,0.77,58.10,5727.97
86323200,0.56,59.28,5728.00
86374400,-0.23,61.81,5728.03
86425600,-0.17,61.98,5728.04
86476800,0.02,60.92,5728.07
86528000,0.00,63.01,5728.10
86579200,-0.30,61.34,5728.13
86630400,0.79,59.38,5728.15
86681600,-0.25,62.24,5728.18
86732800,-0.42,63.31,5728.20
86784000,0.73,58.29,5728.22
86835200,-0.04,60.10,5728.25
86886400,0.04,62.62,5728.28
86937600,0.59,60.09,5728.31
86988800,0.37,59.39,5728.34
87040000,0.51,58.43,5728.35
87091200,-0.16,61.66,5728.38
87142400,-0.05,61.75,5728.41
87193600,0.15,59.76,5728.44
87244800,0.44,62.29,5728.46
87296000,-0.23,62.28,5728.49
87347200,0.07,62.34,5728.51
87398400,0.35,60.79,5728.54
87449600,-0.13,61.41,5728.57
87500800,0.64,58.61,5728.59
87552000,0.48,59.03,5728.62
87603200,1.18,56.73,5728.77
87654400,0.47,59.50,5728.66
87705600,-0.01,60.69,5728.69
87756800,0.81,58.87,5728.71
87808000,-0.36,61.65,5728.74
87859200,0.18,58.95,5728.89
87910400,0.42,58.28,5728.79
87961600,-0.07,61.12,5728.82
88012800,0.05,59.94,5728.85
88064000,0.69,58.86,5728.87
88115200,-0.40,61.20,5728.90
88166400,-0.06,61.12,5728.93
88217600,-0.13,62.14,5729.08
88268800,0.63,58.61,5728.98
88320000,1.40,57.81,5729.13
88371200,0.58,60.62,5729.03
88422400,0.59,59.59,5729.06
88473600,0.36,60.55,5729.21
88524800,-0.17,60.48,5729.11
88576000,0.78,57.38,5729.14
88627200,-0.49,63.70,5729.17
88678400,0.88,57.71,5729.18
88729600,0.10,61.84,5729.21
88780800,-0.25,62.15,5729.23
88832000,0.01,61.89,5729.25
88883200,0.15,60.63,5729.28
88934400,0.62,58.51,5729.31
88985600,0.20,61.06,5729.33
89036800,0.05,60.91,5729.36
89088000,0.35,59.10,5729.39
89139200,0.73,56.84,5729.54
89190400,0.54,60.46,5729.44
89241600,-0.52,62.02,5729.47
89292800,0.14,61.62,5729.49
89344000,0.06,63.06,5729.52
89395200,1.07,56.66,5729.54
89446400,0.66,59.90,5729.56
89497600,0.52,59.53,5729.60
89548800,1.04,57.96,5729.62
89600000,0.19,60.76,5729.65
89651200,-0.46,62.08,5729.68
89702400,0.56,60.16,5729.70
89753600,0.46,60.68,5729.72
89804800,0.16,62.29,5729.87
89856000,0.62,59.34,5729.90
89907200,0.90,57.16,5729.80
89958400,-0.02,61.91,5729.82
90009600,0.61,59.75,5729.85
90060800,-0.37,62.00,5729.86
90112000,0.38,58.73,5729.89
90163200,0.30,58.94,5729.91
90214400,0.46,58.95,5730.06
90265600,0.16,59.32,5729.97
90316800,0.36,59.66,5729.99
90368000,0.49,60.47,5730.01
90419200,0.54,60.45,5730.03
90470400,0.23,60.90,5730.06
90521600,0.66,59.99,5730.08
90572800,-0.11,60.76,5730.11
90624000,0.47,60.53,5730.13
90675200,0.47,59.70,5730.14
90726400,0.87,56.72,5730.17
90777600,0.98,58.32,5730.20
90828800,0.12,60.94,5730.22
90880000,-0.76,64.26,5730.24
90931200,0.44,59.78,5730.39
90982400,0.89,57.62,5730.29
91033600,-0.04,61.44,5730.31
91084800,0.36,58.51,5730.34
91136000,0.37,60.27,5730.36
91187200,0.76,58.19,5730.39
91238400,0.50,57.76,5730.54
91289600,0.29,60.54,5730.55
91340800,0.19,61.64,5730.46
91392000,-0.09,59.46,5730.48
91443200,0.56,59.20,5730.51
91494400,0.21,59.73,5730.54
91545600,0.62,59.01,5730.56
91596800,0.98,57.17,5730.59
91648000,0.22,61.64,5730.61
91699200,0.10,60.80,5730.75
91750400,0.44,59.37,5730.65
91801600,-0.01,61.85,5730.68
91852800,0.72,59.23,5730.70
91904000,0.14,60.46,5730.73
91955200,0.52,59.35,5730.75
92006400,1.02,58.45,5730.77
92057600,0.69,59.63,5730.80
92108800,0.69,58.39,5730.82
92160000,0.56,58.73,5730.83
92211200,0.24,59.74,5730.87
92262400,0.49,59.02,5730.89
92313600,0.50,60.69,5730.92
92364800,0.60,60.42,5730.94
92416000,0.26,59.83,5730.97
92467200,0.35,61.16,5731.00
92518400,0.85,58.38,5731.02
92569600,0.72,60.37,5731.05
92620800,0.47,59.83,5731.07
92672000,-0.39,62.48,5731.09
92723200,0.43,59.75,5731.12
92774400,0.64,59.23,5731.12
92825600,0.84,57.57,5731.16
92876800,0.52,58.92,5731.18
92928000,1.30,56.11,5731.21
92979200,1.07,57.28,5731.23
93030400,0.28,59.25,5731.25
93081600,-0.04,60.27,5731.27
93132800,1.12,57.68,5731.29
93184000,-0.05,59.16,5731.32
93235200,0.44,60.36,5731.35
93286400,0.46,59.86,5731.37
93337600,-0.03,61.47,5731.40
93388800,0.40,60.14,5731.53
93440000,0.28,60.69,5731.44
93491200,0.16,60.21,5731.46
93542400,0.34,60.82,5731.48
93593600,0.98,58.65,5731.51
93644800,0.39,60.83,5731.53
93696000,0.92,59.01,5731.54
93747200,0.83,58.62,5731.56
93798400,-0.30,61.40,5731.59
93849600,-0.29,63.55,5731.73
93900800,0.31,60.09,5731.63
93952000,0.77,58.61,5731.77
94003200,0.92,59.61,5731.66
94054400,0.81,59.22,5731.68
94105600,0.45,60.61,5731.70
94156800,0.05,61.66,5731.73
94208000,-0.28,62.51,5731.74
94259200,0.87,59.43,5731.76
94310400,0.55,60.56,5731.89
94361600,0.32,60.28,5731.79
94412800,0.34,60.68,5731.82
94464000,0.43,61.34,5731.84
94515200,0.31,61.87,5731.86
94566400,0.54,60.36,5732.00
94617600,-0.27,60.24,5731.89
94668800,0.23,60.79,5731.91
94720000,0.59,59.94,5731.94
94771200,-0.16,61.73,5731.96
94822400,0.43,60.22,5731.98
94873600,0.36,60.96,5732.01
94924800,0.62,60.35,5732.03
94976000,0.92,57.84,5732.05
95027200,0.16,61.38,5732.07
95078400,0.77,59.38,5732.10
95129600,0.86,58.51,5732.12
95180800,0.73,59.20,5732.26
95232000,0.43,60.60,5732.17
95283200,0.79,57.99,5732.19
95334400,0.68,57.52,5732.21
95385600,0.47,58.71,5732.23
95436800,1.09,57.70,5732.25
95488000,1.44,56.91,5732.27
95539200,0.34,60.83,5732.29
95590400,0.50,59.77,5732.32
95641600,0.65,59.21,5732.34
95692800,1.07,57.41,5732.36
95744000,0.04,59.74,5732.38
95795200,0.63,59.11,5732.41
95846400,-0.05,59.84,5732.55
95897600,0.88,59.05,5732.45
95948800,0.57,59.68,5732.48
96000000,0.94,59.79,5732.50
96051200,0.73,57.78,5732.53
96102400,0.22,61.94,5732.54
96153600,0.41,59.33,5732.57
96204800,0.46,60.40,5732.60
96256000,0.91,58.51,5732.62
96307200,0.71,59.07,5732.64
96358400,0.83,58.35,5732.66
96409600,1.37,59.00,5732.67
96460800,0.90,59.25,5732.69
96512000,0.32,59.87,5732.71
96563200,0.89,59.18,5732.73
96614400,0.68,60.37,5732.75
96665600,1.22,59.42,5732.77
96716800,0.28,60.95,5732.89
96768000,1.26,56.88,5732.80
96819200,0.63,59.64,5732.82
96870400,0.78,57.91,5732.96
96921600,0.75,58.22,5732.87
96972800,0.61,59.43,5732.89
97024000,1.09,57.76,5732.90
97075200,0.18,60.89,5732.92
97126400,0.91,57.63,5732.94
97177600,0.28,61.68,5733.07
97228800,1.17,56.12,5732.98
97280000,1.28,57.39,5733.00
97331200,0.83,60.03,5733.01
97382400,1.35,56.88,5733.14
97433600,0.44,61.59,5733.17
97484800,0.13,60.64,5733.07
97536000,1.28,58.49,5733.10
97587200,0.64,60.61,5733.12
97638400,0.54,58.65,5733.13
97689600,0.11,61.29,5733.26
97740800,0.97,58.02,5733.17
97792000,1.53,56.99,5733.19
97843200,0.86,57.49,5733.21
97894400,0.56,58.66,5733.24
97945600,0.51,60.12,5733.24
97996800,0.63,60.45,5733.26
98048000,0.65,59.90,5733.28
98099200,0.93,58.59,5733.30
98150400,0.91,60.14,5733.43
98201600,0.92,59.46,5733.34
98252800,0.46,60.53,5733.36
98304000,0.20,61.15,5733.50
98355200,1.11,59.09,5733.40
98406400,0.32,59.82,5733.43
98457600,0.85,60.00,5733.45
98508800,1.04,61.37,5733.47
98560000,0.76,59.27,5733.49
98611200,0.36,59.30,5733.63
98662400,0.08,61.86,5733.65
98713600,0.16,59.79,5733.56
98764800,0.23,60.66,5733.58
98816000,1.46,57.17,5733.60
98867200,0.46,59.35,5733.62
98918400,0.66,58.65,5733.64
98969600,0.87,58.84,5733.66
99020800,1.39,57.15,5733.69
99072000,1.30,58.09,5733.70
99123200,0.92,60.29,5733.72
99174400,0.71,59.72,5733.74
99225600,0.68,59.84,5733.77
99276800,1.20,58.51,5733.79
99328000,1.58,57.42,5733.81
99379200,1.42,56.33,5733.83
99430400,0.87,59.67,5733.83
99481600,0.47,61.05,5733.86
99532800,0.65,60.10,5733.89
99584000,1.30,58.29,5733.91
99635200,1.00,58.03,5733.93
99686400,1.15,58.34,5733.95
99737600,0.99,59.15,5733.97
99788800,1.20,57.55,5733.99
99840000,0.49,59.68,5734.01
99891200,0.22,60.76,5734.03
99942400,0.47,59.26,5734.05
99993600,1.16,58.64,5734.07
100044800,0.61,61.49,5729.01
100096000,1.01,58.81,5729.03
100147200,1.06,59.13,5729.06
100198400,0.97,58.40,5729.08
100249600,1.28,56.88,5729.11
100300800,1.70,57.55,5729.13
100352000,1.34,57.20,5729.16
100403200,1.44,56.18,5729.29
100454400,1.29,58.87,5729.31
100505600,0.44,59.36,5729.22
100556800,0.62,59.88,5729.25
100608000,1.00,59.26,5729.38
100659200,1.36,56.62,5729.29
100710400,1.40,58.31,5729.32
100761600,0.62,59.95,5729.34
100812800,0.25,61.73,5729.47
100864000,0.73,57.86,5729.38
100915200,1.14,59.96,5729.39
100966400,0.50,58.63,5729.43
101017600,1.05,58.71,5729.45
101068800,1.38,55.94,5729.47
101120000,1.29,59.56,5729.49
101171200,1.11,56.49,5729.51
101222400,1.03,58.12,5729.53
101273600,1.05,58.17,5729.55
101324800,0.77,58.75,5729.57
101376000,0.92,58.64,5729.59
101427200,1.32,58.02,5729.61
101478400,0.84,59.61,5729.64
101529600,0.88,59.23,5729.66
101580800,1.30,58.13,5729.68
101632000,1.29,59.05,5729.81
101683200,0.82,59.04,5729.72
101734400,0.63,58.39,5729.74
101785600,0.89,59.95,5729.76
101836800,1.50,57.33,5729.77
101888000,0.79,58.88,5729.90
101939200,1.02,59.91,5729.81
101990400,0.98,58.74,5729.83
102041600,0.85,59.89,5729.96
102092800,1.26,57.13,5729.87
102144000,1.15,59.13,5729.88
102195200,0.67,59.65,5729.90
102246400,0.50,58.64,5730.02
102297600,1.39,58.10,5729.93
102348800,1.11,57.33,5729.95
102400000,0.80,58.75,5729.97
102451200,1.29,57.66,5729.98
102502400,0.57,58.49,5730.00
102553600,0.67,58.49,5730.13
102604800,1.54,57.09,5730.04
102656000,0.63,59.69,5730.06
102707200,0.97,58.26,5730.08
102758400,1.01,59.47,5730.09
102809600,1.15,57.31,5730.11
102860800,1.02,60.22,5730.13
102912000,0.96,59.29,5730.15
102963200,1.33,58.79,5730.17
103014400,0.67,59.63,5730.30
103065600,1.50,56.70,5730.20
103116800,0.87,58.87,5730.31
103168000,0.85,59.34,5730.22
103219200,1.44,57.42,5730.24
103270400,0.96,58.49,5730.27
103321600,0.76,59.19,5730.29
103372800,0.83,59.65,5730.31
103424000,1.34,56.77,5730.33
103475200,0.96,57.18,5730.35
103526400,0.70,58.63,5730.37
103577600,0.69,59.31,5730.39
103628800,1.15,57.95,5730.41
103680000,1.06,58.41,5730.43
103731200,1.34,57.74,5730.45
103782400,1.24,57.48,5730.47
103833600,1.68,56.98,5730.49
103884800,0.93,57.81,5730.52
103936000,0.77,59.85,5730.54
103987200,0.67,59.68,5730.56
104038400,1.35,55.67,5730.58
104089600,1.20,57.71,5730.60
104140800,0.09,62.43,5730.63
104192000,0.52,59.28,5730.65
104243200,0.93,59.47,5730.67
104294400,0.78,57.92,5730.80
104345600,0.93,60.58,5730.72
104396800,1.47,57.29,5730.74
104448000,1.45,57.96,5730.76
104499200,1.22,56.93,5730.78
104550400,0.34,61.35,5730.80
104601600,1.26,56.58,5730.81
104652800,1.29,56.10,5730.84
104704000,1.23,58.36,5730.86
104755200,1.11,57.35,5730.88
104806400,1.70,56.49,5730.90
104857600,0.62,59.21,5730.92
104908800,0.70,60.85,5730.94
104960000,0.70,59.43,5730.96
105011200,1.09,58.19,5730.98
105062400,1.08,57.80,5731.00
105113600,0.88,58.05,5731.02
105164800,1.28,55.91,5731.14
105216000,0.14,60.96,5731.05
105267200,1.81,56.59,5731.07
105318400,1.25,58.79,5731.08
105369600,1.71,56.98,5731.10
105420800,1.19,57.01,5731.12
105472000,1.30,57.23,5731.13
105523200,1.03,58.57,5731.15
105574400,1.03,58.40,5731.27
105625600,0.58,59.49,5731.18
105676800,0.96,59.64,5731.31
105728000,1.35,57.10,5731.22
105779200,1.00,57.88,5731.23
105830400,1.17,59.43,5731.25
105881600,1.23,56.96,5731.27
105932800,0.32,60.82,5731.39
105984000,1.47,55.70,5731.31
106035200,0.76,59.35,5731.33
106086400,1.40,58.14,5731.32
106137600,1.04,57.87,5731.34
106188800,1.21,57.10,5731.46
106240000,1.33,56.13,5731.48
106291200,0.46,61.35,5731.39
106342400,1.53,56.46,5731.41
106393600,1.35,57.08,5731.42
106444800,0.63,59.95,5731.44
106496000,1.24,59.41,5731.46
106547200,1.16,59.48,5731.49
106598400,1.48,57.60,5731.50
106649600,1.45,57.63,5731.52
106700800,0.95,59.55,5731.54
106752000,1.26,57.42,5731.57
106803200,0.41,60.04,5731.69
106854400,1.34,58.62,5731.62
106905600,1.82,55.97,5731.64
106956800,0.79,58.95,5731.66
107008000,0.90,59.45,5731.68
107059200,0.52,58.62,5731.70
107110400,1.01,57.83,5731.72
107161600,1.34,56.44,5731.74
107212800,1.49,56.78,5731.76
107264000,1.25,57.81,5731.78
107315200,1.01,58.07,5731.80
107366400,1.04,58.81,5731.82
107417600,1.18,56.80,5731.84
107468800,0.34,59.03,5731.86
107520000,1.69,56.39,5731.88
107571200,0.47,60.12,5731.90
107622400,1.27,59.34,5732.03
107673600,1.65,58.31,5731.93
107724800,1.49,56.42,5731.95
107776000,2.13,56.39,5731.98
107827200,1.00,58.59,5732.00
107878400,0.94,57.22,5732.01
107929600,0.93,60.85,5732.04
107980800,0.93,59.49,5732.06
108032000,1.38,58.31,5732.08
108083200,0.62,58.61,5732.10
108134400,1.04,59.21,5732.12
108185600,1.22,58.31,5732.14
108236800,1.58,57.18,5732.16
108288000,1.75,57.58,5732.18
108339200,0.30,60.47,5732.30
108390400,0.11,61.11,5732.21
108441600,1.13,57.75,5732.23
108492800,1.03,58.10,5732.24
108544000,1.25,58.92,5732.26
108595200,1.40,59.04,5732.26
108646400,1.36,57.34,5732.38
108697600,1.04,57.79,5732.30
108748800,2.51,54.58,5732.42
108800000,0.66,59.48,5732.33
108851200,1.20,58.69,5732.45
108902400,1.45,56.81,5732.38
108953600,1.27,58.11,5732.39
109004800,1.42,56.78,5732.41
109056000,1.20,57.43,5732.43
109107200,1.40,57.29,5732.44
109158400,1.27,57.95,5732.56
109209600,1.21,56.53,5732.48
109260800,0.66,59.30,5732.50
109312000,1.07,57.65,5732.52
109363200,1.39,56.23,5732.54
109414400,1.43,56.33,5732.55
109465600,1.12,57.47,5732.57
109516800,1.04,59.43,5732.59
109568000,1.56,57.61,5732.61
109619200,1.43,58.37,5732.64
109670400,1.51,58.12,5732.66
109721600,1.62,56.42,5732.67
109772800,1.40,58.71,5732.70
109824000,1.35,57.42,5732.72
109875200,1.37,57.63,5732.74
109926400,1.19,57.97,5732.86
109977600,1.88,54.80,5732.88
110028800,1.58,57.37,5732.80
110080000,1.42,57.09,5732.93
110131200,1.45,57.62,5732.85
110182400,1.43,57.51,5732.87
110233600,1.47,58.69,5732.88
110284800,1.34,57.97,5732.90
110336000,1.34,57.16,5732.92
110387200,0.49,59.54,5732.94
110438400,1.73,56.87,5732.96
110489600,0.70,59.95,5732.98
110540800,1.32,57.47,5733.00
110592000,0.95,59.45,5733.02
110643200,0.79,58.86,5733.03
110694400,1.24,57.91,5733.05
110745600,1.42,57.02,5733.07
110796800,1.24,57.60,5733.09
110848000,0.90,59.24,5733.10
110899200,1.29,58.42,5733.11
110950400,1.33,57.60,5733.14
111001600,0.73,60.43,5733.16
111052800,1.90,57.16,5733.17
111104000,0.75,58.67,5733.29
111155200,1.18,58.49,5733.20
111206400,1.87,56.74,5733.22
111257600,1.19,58.55,5733.24
111308800,1.86,55.84,5733.26
111360000,2.14,55.43,5733.28
111411200,1.38,57.07,5733.40
111462400,0.98,58.55,5733.32
111513600,1.48,57.14,5733.32
111564800,1.72,56.83,5733.36
111616000,0.91,59.52,5733.38
111667200,1.51,57.12,5733.40
111718400,1.55,56.07,5733.42
111769600,1.72,57.24,5733.44
111820800,1.16,58.83,5733.55
111872000,1.94,56.43,5733.47
111923200,1.30,56.88,5733.40
111974400,1.09,57.52,5733.52
112025600,1.83,55.83,5733.54
112076800,1.79,56.86,5733.56
112128000,0.96,58.84,5733.57
112179200,1.91,56.38,5733.59
112230400,1.23,58.70,5733.61
112281600,1.55,56.33,5733.63
112332800,2.12,53.68,5733.65
112384000,1.14,58.49,5733.67
112435200,1.34,57.93,5733.68
112486400,1.25,58.16,5733.71
112537600,1.16,58.45,5733.73
112588800,1.15,58.23,5733.84
112640000,1.11,58.06,5733.86
112691200,1.44,59.22,5733.79
112742400,1.56,57.34,5733.80
112793600,1.56,56.23,5733.82
112844800,1.18,57.82,5733.93
112896000,1.64,57.27,5733.85
112947200,1.33,55.69,5733.87
112998400,1.53,58.11,5733.87
113049600,1.29,56.06,5733.88
113100800,0.87,59.69,5733.90
113152000,1.16,56.94,5734.01
113203200,1.50,57.81,5733.93
113254400,0.90,60.52,5734.04
113305600,0.97,60.29,5733.97
113356800,1.78,57.82,5733.98
113408000,1.14,57.38,5734.00
113459200,1.70,57.49,5734.02
113510400,1.92,56.09,5734.04
113561600,0.96,58.70,5734.05
113612800,2.27,55.57,5734.07
113664000,1.31,59.23,5734.10
113715200,1.71,55.68,5734.12
113766400,2.28,55.51,5734.14
113817600,1.91,54.84,5734.16
113868800,1.46,56.88,5734.18
113920000,1.37,57.03,5734.20
113971200,1.34,57.26,5734.31
114022400,1.82,55.08,5734.24
114073600,0.86,60.48,5734.25
114124800,1.55,57.51,5734.27
114176000,1.34,59.37,5734.29
114227200,1.47,56.71,5734.31
114278400,0.76,59.21,5734.33
114329600,1.90,55.61,5734.34
114380800,1.59,56.89,5734.36
114432000,1.58,56.57,5734.38
114483200,1.47,57.42,5734.40
114534400,1.38,57.06,5734.42
114585600,1.85,55.31,5734.44
114636800,0.97,57.86,5734.46
114688000,1.12,57.04,5734.48
114739200,2.43,51.86,5734.50
114790400,0.95,58.36,5734.51
114841600,1.11,58.73,5734.53
114892800,1.35,57.21,5734.55
114944000,0.97,59.87,5734.57
114995200,0.76,59.93,5734.59
115046400,1.51,57.86,5734.60
115097600,1.46,56.91,5734.62
115148800,2.04,55.75,5734.62
115200000,2.54,53.53,5734.64
115251200,0.95,60.19,5734.66
115302400,0.96,58.20,5734.68
115353600,1.34,57.67,5734.70
115404800,1.53,58.37,5734.71
115456000,1.62,56.77,5734.72
115507200,2.32,55.85,5734.74
115558400,1.36,58.39,5734.76
115609600,1.58,57.23,5734.77
115660800,1.46,56.66,5734.79
115712000,1.38,58.48,5734.81
115763200,1.42,56.91,5734.81
115814400,0.95,59.25,5734.83
115865600,1.23,56.52,5734.85
115916800,1.55,57.98,5734.87
115968000,1.00,58.81,5734.88
116019200,1.95,55.50,5734.90
116070400,1.67,57.09,5735.00
116121600,1.11,58.61,5734.92
116172800,1.30,56.06,5734.94
116224000,1.27,57.66,5734.95
116275200,1.28,57.40,5734.97
116326400,1.29,56.06,5734.99
116377600,1.59,55.52,5735.09
116428800,1.65,57.65,5735.02
116480000,1.27,58.70,5735.13
116531200,1.61,58.67,5735.06
116582400,1.57,57.37,5735.08
116633600,1.72,56.75,5735.09
116684800,1.60,57.20,5735.10
116736000,1.19,58.91,5735.12
116787200,1.33,58.44,5735.14
116838400,1.48,56.97,5735.16
116889600,1.36,58.51,5735.18
116940800,0.94,57.99,5735.20
116992000,1.55,56.42,5735.22
117043200,2.22,54.03,5735.24
117094400,0.69,59.51,5735.25
117145600,1.66,56.74,5735.27
117196800,0.95,59.09,5735.29
117248000,1.36,58.27,5735.30
117299200,0.69,60.25,5735.32
117350400,2.09,56.77,5735.34
117401600,1.77,56.68,5735.35
117452800,1.36,58.33,5735.37
117504000,0.83,59.73,5735.38
117555200,1.56,55.64,5735.40
117606400,1.21,59.05,5735.42
117657600,1.44,56.40,5735.43
117708800,1.32,57.84,5735.45
117760000,0.66,58.59,5735.47
117811200,1.72,57.06,5735.49
117862400,1.23,56.85,5735.50
117913600,1.51,57.53,5735.52
117964800,2.08,54.92,5735.54
118016000,1.21,59.21,5735.56
118067200,1.78,56.40,5735.58
118118400,1.50,56.15,5735.60
118169600,2.25,53.42,5735.62
118220800,1.51,58.10,5735.63
118272000,2.01,55.56,5735.65
118323200,2.04,56.09,5735.67
118374400,1.19,58.63,5735.69
118425600,1.34,57.63,5735.71
118476800,0.99,58.15,5735.72
118528000,1.52,57.47,5735.73
118579200,1.47,57.06,5735.75
118630400,1.38,58.57,5735.77
118681600,1.22,57.94,5735.78
118732800,0.71,59.43,5735.80
118784000,0.99,58.90,5735.81
118835200,1.96,55.85,5735.82
118886400,1.60,58.31,5735.84
118937600,1.26,57.01,5735.95
118988800,1.78,56.96,5735.87
119040000,1.05,57.75,5735.89
119091200,0.53,60.56,5735.99
119142400,1.36,57.23,5735.91
119193600,2.57,53.55,5735.93
119244800,1.03,59.26,5735.95
119296000,1.64,57.91,5735.96
119347200,1.75,56.62,5735.97
119398400,2.17,55.87,5735.98
119449600,1.84,56.39,5735.99
119500800,1.80,56.26,5736.01
119552000,1.59,57.77,5736.02
119603200,1.14,57.56,5736.04
119654400,1.93,56.78,5736.06
119705600,1.44,58.65,5736.07
119756800,1.93,55.86,5736.08
119808000,1.96,57.40,5736.10
119859200,1.20,58.05,5736.21
119910400,1.87,57.45,5736.13
119961600,2.32,53.87,5736.15
120012800,1.77,57.36,5732.01
120064000,0.32,61.94,5731.94
120115200,1.81,56.75,5731.96
120166400,0.96,60.30,5731.98
120217600,1.95,55.05,5732.00
120268800,2.00,55.81,5732.00
120320000,1.93,57.08,5732.11
120371200,0.90,58.40,5732.04
120422400,1.67,55.91,5732.15
120473600,0.94,58.41,5732.17
120524800,2.28,54.56,5732.10
120576000,1.78,56.99,5732.19
120627200,2.38,54.60,5732.12
120678400,1.87,56.08,5732.14
120729600,2.09,56.37,5732.15
120780800,1.67,56.07,5732.27
120832000,1.89,56.44,5732.19
120883200,2.34,53.65,5732.20
120934400,1.66,56.21,5732.31
120985600,1.84,56.89,5732.24
121036800,1.96,55.45,5732.26
121088000,1.83,55.45,5732.27
